Week,ILI,GFT,AR52,ARGO,state
2016-05-01,1.1169114969,0.0,1.133907174059548,0.9430641005448086,SD
2016-05-08,1.0065814944,0.0,1.0667951144039949,0.8400443631897869,SD
2016-05-15,1.1733827389,0.0,0.9652470585125312,0.8509762221622206,SD
2016-05-22,1.1530398323,0.0,1.0949856277000285,0.8049867955310701,SD
2016-05-29,1.2607040913,0.0,1.0766444120865941,0.9035739680256858,SD
2016-06-05,0.8580996233,0.0,1.1492582219025722,1.0200895600128077,SD
2016-06-12,0.8085664336,0.0,0.8709716574370967,0.8356880274672978,SD
2016-06-19,0.6073298429,0.0,0.9118392816978912,0.9006049728043657,SD
2016-06-26,0.7249766137,0.0,0.7125474370049714,0.7720266282950609,SD
2016-07-03,0.6711409396,0.0,0.7485891347878073,0.5619972708008709,SD
2016-07-10,0.583302953,0.0,0.6965444099621787,0.6180351713674024,SD
2016-07-17,0.5993766483,0.0,0.5961861060891684,0.5168018815375626,SD
2016-07-24,0.6776789496,0.0,0.6327011095438371,0.5455039334194447,SD
2016-07-31,0.4506349857,0.0,0.667738047289552,0.5327327701878122,SD
2016-08-07,0.5829689777,0.0,0.5309058112179551,0.5354342637107511,SD
2016-08-14,0.6493506494,0.0,0.6908529453303722,0.6255503865751314,SD
2016-08-21,0.8890684987,0.0,0.7210448187800014,0.732075919864178,SD
2016-08-28,0.5242992539,0.0,0.9175157360417354,0.7898742400738487,SD
2016-09-04,0.9172097514,0.0,0.6452758678944238,0.6781800969290018,SD
2016-09-11,0.8642319487000001,0.0,0.8613226694041933,0.7743463606132072,SD
2016-09-18,1.0950259837,0.0,0.8052617210671746,0.8198692058782009,SD
2016-09-25,1.0448567826,0.0,1.0553353828478076,0.7937731784377269,SD
2016-10-02,0.9083303454,0.0,1.059481042845822,0.8977672142956107,SD
2016-10-09,1.040342157,0.0,0.9679725974109024,0.8834895193584906,SD
2016-10-16,0.8261656857999999,0.0,1.0837074376402973,0.9350996478713188,SD
2016-10-23,1.1131303953,0.0,0.9560735944607212,0.8532153403236539,SD
2016-10-30,0.9818923744,0.0,1.1587424098545005,1.0262940043244948,SD
2016-11-06,1.0899182561,0.0,1.0620548744323506,1.0483475411178622,SD
2016-11-13,1.3751763047,0.0,1.1685691331864547,1.1106358159245655,SD
2016-11-20,1.264604811,0.0,1.3702899934504729,1.2444103069000934,SD
2016-11-27,1.2592759163,0.0,1.307927502948041,1.3155987060855447,SD
2016-12-04,0.993338787,0.0,1.3356980780167231,1.1880284432648271,SD
2016-12-11,1.0545905706999998,0.0,1.1889701717318006,1.2124079347565535,SD
2016-12-18,1.3591532355000002,0.0,1.2404323235824288,1.2844879851049236,SD
2016-12-25,1.4115092291,0.0,1.3349854177654827,1.3453372366417315,SD
2017-01-01,1.6984874783,0.0,1.3761787406807962,1.563735230677031,SD
2017-01-08,1.8828220179,0.0,1.631479573735064,1.7113218675901842,SD
2017-01-15,2.575152407,0.0,1.7413770288907235,1.8952358429420688,SD
2017-01-22,3.2539855864,0.0,2.1063167193634458,2.278908484493302,SD
2017-01-29,4.0559301864,0.0,2.892993806669097,3.257628871378828,SD
2017-02-05,4.9040711277,0.0,3.7574652581284034,4.5653353264094365,SD
2017-02-12,4.5467625899,0.0,4.7923771886462925,4.660377038372968,SD
2017-02-19,3.3967253127,0.0,4.47051978312822,4.0603486047281185,SD
2017-02-26,2.5815361734,0.0,3.205520493834872,3.1141493867383327,SD
2017-03-05,2.474158786,0.0,2.514276400996682,2.201040845427121,SD
2017-03-12,2.6556473829,0.0,2.3612796647811285,2.2981547962787863,SD
2017-03-19,1.9213973799,0.0,2.513676133994334,2.467438220029371,SD
2017-03-26,1.7985611511,0.0,1.852920812559548,2.196451114342385,SD
2017-04-02,1.7349617624,0.0,1.7406450664515565,1.5729184734536945,SD
2017-04-09,1.4534883721,0.0,1.673834829935018,1.6426289120770416,SD
2017-04-16,1.0289769367,0.0,1.4393786212922262,1.5042180584494995,SD
2017-04-23,1.3304822998,0.0,1.0847764810672926,1.274708886704198,SD
2017-04-30,0.8671609903,0.0,1.3334355066247496,1.1660395555131524,SD
2017-05-07,0.9985354813,0.0,0.9036094882969014,1.0097712145361208,SD
2017-05-14,0.6481931616,0.0,1.0245098640078243,1.0627166652724382,SD
2011-01-02,0.0,0.0,0.0,0.0,TN
2011-01-09,0.0,0.0,0.0,0.0,TN
2011-01-16,0.0,0.0,0.0,0.0,TN
